title,price,district,location,link
1-комнатная квартира · 44 м² · 16/16 этаж,18 500 000 〒,Кудайбердыулы 28 — Манаса - Шакарима,"Алматы р-н, Кудайбердыулы 28 — Манаса - Шакарима",https://krisha.kz/a/show/1000313949
1-комнатная квартира · 48 м² · 2/17 этаж,35 000 000 〒,Туран 50/4,"Есильский р-н, Туран 50/4",https://krisha.kz/a/show/699804052
3-комнатная квартира · 61 м² · 7/10 этаж,35 999 999 〒,Кенесары 62,"р-н Байконур, Кенесары 62",https://krisha.kz/a/show/694620134
3-комнатная квартира · 84 м² · 4/19 этаж,65 000 000 〒,К. Аманжолова 28/2 — А.Байтурсынова,"Алматы р-н, К. Аманжолова 28/2 — А.Байтурсынова",https://krisha.kz/a/show/694282134
3-комнатная квартира · 70 м² · 3/9 этаж,48 000 000 〒,Туран 42,"Есильский р-н, Туран 42",https://krisha.kz/a/show/676333408
1-комнатная квартира · 32.2 м² · 2/13 этаж,15 500 000 〒,Чингиза Айтматова 36,"Есильский р-н, Чингиза Айтматова 36",https://krisha.kz/a/show/1000367432
2-комнатная квартира · 57.06 м²,от 33 265 980 〒,Туран 57д,"Нура р-н, Туран 57д",https://krisha.kz/a/show/761728319
1-комнатная квартира · 40.67 м²,от 12 201 000 〒,Улы Дала,"Есильский р-н, Улы Дала",https://krisha.kz/a/show/682031054
3-комнатная квартира · 86.58 м²,от 26 839 800 〒,трасса Астана-Караганда 4/3,"Алматы р-н, трасса Астана-Караганда 4/3",https://krisha.kz/a/show/683999324
2-комнатная квартира · 64.5 м² · 5/9 этаж,24 500 000 〒,Кюйши Дины 25/1,"Алматы р-н, Кюйши Дины 25/1",https://krisha.kz/a/show/761729447
3-комнатная квартира · 79 м² · 5/12 этаж,37 500 000 〒,Казыбек би 41/1 — Ұлы Дала,"Есильский р-н, Казыбек би 41/1 — Ұлы Дала",https://krisha.kz/a/show/762147301
2-комнатная квартира · 53.4 м² · 2/8 этаж,24 999 999 〒,Байтурсынова 53 — Байтурсынова,"Алматы р-н, Байтурсынова 53 — Байтурсынова",https://krisha.kz/a/show/761611051
1-комнатная квартира · 35.6 м² · 10/12 этаж,21 500 000 〒,Чингиз Айтматов 77/10,"Сарыарка р-н, Чингиз Айтматов 77/10",https://krisha.kz/a/show/761416085
3-комнатная квартира · 142 м² · 6/13 этаж,72 000 000 〒,Сатпаева 20/1,"Алматы р-н, Сатпаева 20/1",https://krisha.kz/a/show/761028798
3-комнатная квартира · 75.3 м² · 9/15 этаж,33 500 000 〒,Косшыгулулы 10/1 — 10 поликлиника ЦОН ТД «Северный»,"Сарыарка р-н, Косшыгулулы 10/1 — 10 поликлиника ЦОН ТД «Северный»",https://krisha.kz/a/show/760716230
2-комнатная квартира · 63.1 м² · 8/9 этаж,23 350 000 〒,А62 участок 2 — Новый вокзал,"Алматы р-н, А62 участок 2 — Новый вокзал",https://krisha.kz/a/show/695788515
2-комнатная квартира · 61.6 м²,от 19 712 000 〒,189,"Сарыарка р-н, 189",https://krisha.kz/a/show/1000177172
1-комнатная квартира · 30.8 м²,от 10 472 000 〒,189,"Сарыарка р-н, 189",https://krisha.kz/a/show/1000177037
1-комнатная квартира · 38.71 м²,от 15 871 100 〒,Сафуан Шаймерденов 4/1,"Алматы р-н, Сафуан Шаймерденов 4/1",https://krisha.kz/a/show/695736648
1-комнатная квартира · 38.2 м²,от 18 700 000 〒,Е-36 5,"Нура р-н, Е-36 5",https://krisha.kz/a/show/691048355
2-комнатная квартира · 68.46 м²,от 59 012 520 〒,Кайым Мухамедханов 6/1,"Нура р-н, Кайым Мухамедханов 6/1",https://krisha.kz/a/show/697968792
4-комнатная квартира · 119.69 м²,от 65 231 050 〒,Райымбек батыр 2,"Алматы р-н, Райымбек батыр 2",https://krisha.kz/a/show/696998545
2-комнатная квартира · 56.86 м²,от 27 577 100 〒,Култегин 4,"Нура р-н, Култегин 4",https://krisha.kz/a/show/694194393
2-комнатная квартира · 57 м² · 1/12 этаж,38 000 000 〒,Жошыхана 13 13 — 809,"Есильский р-н, мкр Комсомольский, Жошыхана 13 13 — 809",https://krisha.kz/a/show/762252997
1-комнатная квартира · 35.8 м² · 2/5 этаж,14 500 000 〒,Брусиловского 20,"р-н Байконур, Брусиловского 20",https://krisha.kz/a/show/762197719
1-комнатная квартира · 36.6 м² · 3/9 этаж,23 500 000 〒,Байтурсынова 10/2 — Жумабаева,"Алматы р-н, Байтурсынова 10/2 — Жумабаева",https://krisha.kz/a/show/761742220
1-комнатная квартира · 40 м² · 15/17 этаж,23 000 000 〒,А62 № 4/8 — Возле нового вокзала,"Алматы р-н, А62 № 4/8 — Возле нового вокзала",https://krisha.kz/a/show/761282353
2-комнатная квартира · 60 м² · 5/11 этаж,38 900 000 〒,Санжара Асфендиярова 4,"Есильский р-н, Санжара Асфендиярова 4",https://krisha.kz/a/show/760389064
3-комнатная квартира · 95 м² · 5/20 этаж,54 700 000 〒,Улы Дала — Толе Би,"Есильский р-н, Улы Дала — Толе Би",https://krisha.kz/a/show/697520041
3-комнатная квартира · 92.8 м² · 3/15 этаж,38 500 000 〒,Момышулы,"Алматы р-н, Момышулы",https://krisha.kz/a/show/692584667
2-комнатная квартира · 40.1 м² · 15/17 этаж,22 500 000 〒,Ш. Иманбаевой 10,"р-н Байконур, Ш. Иманбаевой 10",https://krisha.kz/a/show/689846160
4-комнатная квартира · 112.45 м²,от 52 963 950 〒,Е-15 5,"Нура р-н, Е-15 5",https://krisha.kz/a/show/762069519
3-комнатная квартира · 109.35 м²,от 78 622 650 〒,Е-899 5/1,"Нура р-н, Е-899 5/1",https://krisha.kz/a/show/760697981
2-комнатная квартира · 58.08 м²,от 23 232 000 〒,Сафуан Шаймерденов 4/1,"Алматы р-н, Сафуан Шаймерденов 4/1",https://krisha.kz/a/show/695736652
2-комнатная квартира · 65.33 м²,от 26 785 300 〒,Е-779 32,"Есильский р-н, Е-779 32",https://krisha.kz/a/show/694508578
3-комнатная квартира · 78.53 м²,от 44 997 690 〒,Е-321 6/2,"Есильский р-н, Е-321 6/2",https://krisha.kz/a/show/761716489
3-комнатная квартира · 70 м² · 4/5 этаж,26 500 000 〒,Е495 8,"Есильский р-н, Е495 8",https://krisha.kz/a/show/762250977
2-комнатная квартира · 61.11 м²,от 32 449 410 〒,Бухар жырау 57/6,"Нура р-н, Бухар жырау 57/6",https://krisha.kz/a/show/698216654
1-комнатная квартира · 36.82 м²,от 19 882 800 〒,Ахмет Байтурсынулы 14,"Сарайшык р-н, Ахмет Байтурсынулы 14",https://krisha.kz/a/show/690475642
3-комнатная квартира · 80 м² · 3/10 этаж,45 000 000 〒,Б,"Алматы р-н, Таскескен 17 А,Б",https://krisha.kz/a/show/761915370
1-комнатная квартира · 53 м² · 5/6 этаж,26 000 000 〒,E 246 11,"Есильский р-н, E 246 11",https://krisha.kz/a/show/761137170
2-комнатная квартира · 41.64 м² · 5/10 этаж,25 500 000 〒,Нарикбаева 6 — Мухамедханова,Нарикбаева 6 — Мухамедханова,https://krisha.kz/a/show/697068981
2-комнатная квартира · 84.1 м² · 18/23 этаж,33 500 000 〒,Айнакол 66/1,"Алматы р-н, Айнакол 66/1",https://krisha.kz/a/show/686120258
1-комнатная квартира · 39.9 м²,от 9 576 000 〒,Укили Ыбырай 15,"Нура р-н, мкр Уркер, Укили Ыбырай 15",https://krisha.kz/a/show/669518585
2-комнатная квартира · 47.88 м²,от 26 812 800 〒,Е 915 15,"Есильский р-н, Е 915 15",https://krisha.kz/a/show/687812784
2-комнатная квартира · 74 м²,56 000 000 〒,Толе би ВИДОВАЯ! СРОЧНО!,"Нура р-н, Толе би ВИДОВАЯ! СРОЧНО!",https://krisha.kz/a/show/1000317307
2-комнатная квартира · 53 м² · 5/17 этаж,31 900 000 〒,Хусейн бен Талал 39 РАСПАШОНКА,"Есильский р-н, Хусейн бен Талал 39 РАСПАШОНКА",https://krisha.kz/a/show/762108001
1-комнатная квартира · 36 м² · 2/9 этаж,18 900 000 〒,Казыбек би 7/1,"Нура р-н, Казыбек би 7/1",https://krisha.kz/a/show/1000118706
2-комнатная квартира · 62 м² · 8/8 этаж,35 000 000 〒,Кабанбай батыра 60,"Есильский р-н, Кабанбай батыра 60",https://krisha.kz/a/show/1000151107
2-комнатная квартира · 68.2 м² · 14/22 этаж,29 900 000 〒,Нажимеденова 10/4 — Нажмиденова-Тауелсиздик,"Алматы р-н, Нажимеденова 10/4 — Нажмиденова-Тауелсиздик",https://krisha.kz/a/show/762354912
2-комнатная квартира · 40 м² · 3/9 этаж,25 500 000 〒,Туран 55/16 — Находиться возле гипермаркета Магнум по ул Туран,"Нура р-н, Туран 55/16 — Находиться возле гипермаркета Магнум по ул Туран",https://krisha.kz/a/show/762245975
3-комнатная квартира · 85.5 м² · 2/12 этаж,37 000 000 〒,​Чингиз Айтматов 62 — Ч. Айтматова Набережная,"Нура р-н, ​Чингиз Айтматов 62 — Ч. Айтматова Набережная",https://krisha.kz/a/show/761650163
2-комнатная квартира · 44 м² · 7/16 этаж,37 500 000 〒,Бокейхана 52,"Есильский р-н, Бокейхана 52",https://krisha.kz/a/show/761380021
2-комнатная квартира · 55.6 м² · 4/9 этаж,33 500 000 〒,Нурмагамбетова 27 — Мечеть хазрет Султан,"Алматы р-н, Нурмагамбетова 27 — Мечеть хазрет Султан",https://krisha.kz/a/show/761241372
2-комнатная квартира · 38 м² · 6/12 этаж,26 500 000 〒,Шамши Калдаяков 27 — DAMU MALL,"Алматы р-н, Шамши Калдаяков 27 — DAMU MALL",https://krisha.kz/a/show/762102352
